applicant_id,age,gender,marital_status,num_dependents,education_level,state,residence_type,employment_type,work_experience_years,monthly_income_inr,bank_balance_avg_3m_inr,savings_rate_pct,upi_monthly_txn_count,upi_monthly_txn_value_inr,mobile_bill_ontime_pct,utility_bill_ontime_pct,gst_filed_regularly,credit_history_months,num_credit_accounts,has_credit_card,has_secured_loan,credit_mix_score,credit_utilization_pct,num_hard_inquiries_12m,num_missed_payments_24m,num_defaults,existing_active_loans,loan_purpose,loan_amount_requested_inr,loan_tenure_months,estimated_emi_inr,debt_to_income_ratio,credit_score,interest_rate_pct,loan_decision
BC00239,60,Female,Married,3,Below Secondary,West Bengal,Rented,Self-Employed,0,42197,42059,2.5,36,20172,48.5,83.4,1,25,11,0,1,2,53.5,1,2,0,1,Vehicle Loan,686431,12,60604,1.555,634,12.99,Rejected
BC00240,59,Female,Single,2,Secondary,Punjab,Parental,Salaried,4,73868,193806,26.8,24,36061,80.5,58.5,-1,6,2,0,1,1,12.2,1,0,0,3,Personal Loan,3485504,36,113781,1.743,747,10.14,Rejected
BC00241,38,Male,Married,2,Graduate,Gujarat,Owned,Gig Worker,3,22615,37647,5.7,31,7972,66.8,46.2,-1,12,11,1,1,3,15.6,2,4,1,0,Business Loan,849288,48,21868,0.967,612,12.28,Rejected
BC00242,60,Female,Single,2,Graduate,Maharashtra,Rented,Gig Worker,3,11466,4612,6.8,29,15228,68.1,73.2,-1,118,5,1,1,3,57.9,1,0,0,1,Personal Loan,1286541,120,17577,1.969,724,9.52,Rejected
BC00243,21,Female,Married,3,Post Graduate,Tamil Nadu,Rented,Business Owner,2,417570,376146,3.9,26,235389,52.8,57.4,0,18,2,0,0,0,63.7,1,1,2,5,Business Loan,2086721,60,45163,0.168,486,20.86,Rejected
BC00244,31,Male,Divorced,2,Secondary,Rajasthan,Parental,Salaried,2,31643,29169,12.9,29,40702,90.4,69.0,-1,95,1,1,1,2,15.0,2,0,1,1,Home Loan,1690913,60,36596,1.315,753,11.58,Rejected
BC00245,48,Male,Married,1,Higher Secondary,Gujarat,Owned,Self-Employed,4,124162,326821,21.2,29,102554,97.6,73.2,0,14,3,0,0,1,41.9,1,0,0,3,Education Loan,367798,12,32472,0.382,726,9.74,Conditionally Approved
BC00246,45,Female,Single,2,Graduate,Punjab,Parental,Salaried,0,167077,284844,26.5,30,176922,71.1,92.9,-1,31,4,1,1,3,60.3,2,1,0,2,Personal Loan,1301222,180,14627,0.147,744,9.37,Conditionally Approved
BC00247,43,Male,Single,3,Higher Secondary,Delhi,Rented,Salaried,1,134079,249942,20.2,41,52404,84.7,92.0,-1,0,10,0,1,2,26.6,2,5,0,3,Vehicle Loan,540783,48,13924,0.216,713,11.17,Conditionally Approved
BC00248,51,Female,Single,2,Higher Secondary,Madhya Pradesh,Parental,Freelancer,3,79925,93072,19.4,28,79949,77.5,93.1,-1,29,9,1,0,2,30.7,0,1,3,2,Home Loan,1157177,60,25045,0.438,582,23.33,Rejected
BC00249,50,Female,Married,2,Graduate,Maharashtra,Rented,Salaried,6,41029,11279,9.2,24,26587,60.1,84.6,-1,40,8,1,0,2,31.9,3,2,0,1,Business Loan,836796,24,38924,1.071,668,12.11,Rejected
BC00250,62,Male,Married,2,Higher Secondary,Maharashtra,Parental,Unemployed,0,12264,3903,28.1,32,5080,59.0,96.2,-1,10,2,1,0,1,29.1,2,0,0,5,Business Loan,4709014,12,415751,35.939,721,9.04,Rejected
BC00251,55,Male,Single,2,Graduate,Telangana,Owned,Self-Employed,3,24277,32024,11.0,29,33742,90.3,88.7,1,34,2,1,0,1,44.5,1,2,0,5,Personal Loan,3544585,240,36106,2.517,632,15.54,Rejected
BC00252,27,Female,Single,0,Higher Secondary,Gujarat,Parental,Salaried,6,134458,82656,32.2,41,137733,85.7,21.0,-1,41,5,0,0,1,48.6,2,0,0,0,Vehicle Loan,2042834,24,95023,0.707,740,11.05,Under Review
BC00253,36,Male,Married,2,Post Graduate,Madhya Pradesh,Rented,Self-Employed,2,29683,11943,31.7,26,17514,98.0,82.9,0,46,4,1,1,3,36.3,1,0,0,5,Personal Loan,4173412,84,71021,3.235,743,11.89,Rejected
BC00254,46,Female,Married,1,Higher Secondary,Uttar Pradesh,Rented,Freelancer,0,146742,126272,24.6,36,117919,77.8,57.1,-1,59,5,1,1,3,10.2,0,0,0,4,Education Loan,4965379,12,438385,3.124,833,7.68,Rejected
BC00255,22,Male,Married,3,Graduate,Gujarat,Owned,Business Owner,2,117055,263600,18.1,31,85249,82.4,79.9,0,14,6,1,1,3,16.7,1,1,1,1,Personal Loan,3969736,12,350482,3.037,764,10.72,Rejected
BC00256,21,Female,Single,4,Post Graduate,Uttar Pradesh,Rented,Gig Worker,1,50874,15860,29.1,29,58032,93.7,86.7,-1,33,10,1,1,3,38.2,2,5,0,0,Education Loan,4766302,240,48550,0.954,704,11.1,Rejected
BC00257,32,Male,Single,1,Post Graduate,Uttar Pradesh,Owned,Business Owner,13,156239,218712,20.6,32,160757,88.7,95.1,1,159,2,1,1,2,34.5,3,1,0,5,Education Loan,2523055,48,64965,0.576,790,9.69,Conditionally Approved
BC00258,25,Female,Single,4,Higher Secondary,Madhya Pradesh,Owned,Business Owner,0,285469,712431,14.1,36,92417,67.1,82.3,1,91,14,0,0,1,29.0,3,0,2,1,Personal Loan,1377877,240,14035,0.067,676,14.59,Rejected
BC00259,57,Male,Married,1,Graduate,Madhya Pradesh,Owned,Gig Worker,5,31924,27997,30.1,37,17156,82.1,93.6,-1,122,12,1,1,3,83.6,0,0,0,3,Home Loan,4226852,60,91481,3.335,697,14.57,Rejected
BC00260,52,Male,Married,2,Higher Secondary,Gujarat,Owned,Salaried,0,177889,173519,47.8,30,155431,93.0,91.9,-1,19,4,0,1,2,11.5,1,0,0,5,Personal Loan,2737328,120,37397,0.351,832,8.32,Approved
BC00261,29,Female,Single,0,Graduate,Tamil Nadu,Rented,Self-Employed,2,92299,245903,19.7,32,77031,78.5,87.8,1,61,7,1,0,2,13.3,0,0,0,2,Education Loan,1949955,12,172158,1.974,849,7.93,Rejected
BC00262,61,Male,Married,0,Higher Secondary,Maharashtra,Owned,Salaried,4,38428,76280,19.9,32,35354,85.0,95.5,-1,38,3,1,1,3,38.1,2,0,0,1,Home Loan,1955888,84,33284,0.996,771,11.0,Rejected
BC00263,55,Male,Married,3,Graduate,Uttar Pradesh,Owned,Unemployed,1,9943,23996,21.3,30,11512,58.9,45.1,-1,3,9,0,1,2,38.4,3,1,0,0,Vehicle Loan,4248811,180,47760,4.803,666,13.86,Rejected
BC00264,39,Male,Single,3,Graduate,West Bengal,Owned,Freelancer,3,135018,126740,44.9,35,151006,91.4,92.5,-1,69,1,1,1,2,9.0,4,4,0,3,Education Loan,722225,12,63764,0.583,734,10.75,Conditionally Approved
BC00265,36,Male,Married,2,Post Graduate,West Bengal,Rented,Salaried,0,30469,91122,20.1,35,22772,47.9,50.8,-1,45,3,0,1,2,18.3,1,0,3,4,Personal Loan,3560463,240,36267,1.847,570,18.8,Rejected
BC00266,23,Male,Single,1,Graduate,Maharashtra,Rented,Business Owner,1,161715,82248,4.9,43,218816,90.9,64.4,0,8,1,0,1,1,22.2,2,0,0,3,Vehicle Loan,1490334,36,48651,0.394,804,8.74,Approved
BC00267,40,Female,Married,2,Higher Secondary,Uttar Pradesh,Rented,Freelancer,4,101598,293579,31.0,30,38152,80.8,61.3,-1,3,2,1,0,1,74.4,0,2,0,5,Home Loan,2174365,12,191971,2.136,592,16.19,Rejected
BC00268,44,Male,Married,3,Higher Secondary,Rajasthan,Rented,Salaried,1,101256,275020,6.9,59,101399,64.9,99.0,-1,72,3,1,0,2,69.4,0,1,0,2,Home Loan,3120610,12,275514,2.82,721,9.86,Rejected
BC00269,53,Male,Married,1,Post Graduate,Karnataka,Rented,Self-Employed,11,139168,236654,4.0,27,200349,95.5,90.7,0,3,3,0,1,2,22.7,1,2,2,3,Business Loan,3253178,84,55361,0.506,587,23.98,Rejected
BC00270,44,Male,Single,1,Higher Secondary,Maharashtra,Parental,Freelancer,4,138099,248214,22.6,36,132423,85.0,55.9,-1,3,9,1,0,2,61.4,2,0,1,4,Home Loan,447693,84,7619,0.2,626,12.08,Under Review
BC00271,31,Female,Married,2,Post Graduate,West Bengal,Owned,Salaried,2,157723,370277,9.1,28,133454,81.5,88.5,-1,22,8,1,0,2,21.3,2,0,0,0,Personal Loan,3782238,12,333928,2.117,853,8.47,Rejected
BC00272,28,Female,Single,3,Graduate,Tamil Nadu,Parental,Business Owner,0,102389,101331,13.9,37,47171,80.6,68.9,1,5,9,0,1,2,27.9,0,5,0,1,Education Loan,2022613,36,66026,0.694,652,14.28,Under Review
BC00273,56,Female,Married,0,Graduate,Punjab,Owned,Salaried,3,181123,295169,4.4,34,230430,88.0,67.3,-1,97,5,1,1,3,67.7,2,0,0,2,Personal Loan,2665880,120,36421,0.256,722,10.04,Conditionally Approved
BC00274,58,Female,Married,3,Graduate,Gujarat,Rented,Freelancer,7,96471,262101,33.3,42,72214,70.2,89.2,-1,25,8,0,0,1,3.3,0,1,0,4,Credit Card,3874484,36,126479,1.518,780,10.69,Rejected
BC00275,60,Female,Married,2,Higher Secondary,Delhi,Rented,Unemployed,1,7460,2222,6.8,30,8516,96.7,86.9,-1,33,3,1,0,2,34.2,0,0,0,5,Credit Card,3208483,36,104738,17.391,725,9.3,Rejected
BC00276,40,Male,Widowed,1,Below Secondary,West Bengal,Owned,Freelancer,8,138683,378054,7.3,45,74481,94.5,26.7,-1,105,8,0,1,2,39.7,2,0,0,5,Personal Loan,3385705,36,110523,0.977,716,10.25,Rejected
BC00277,55,Male,Married,2,Post Graduate,Maharashtra,Rented,Self-Employed,1,59516,131736,14.5,31,20845,61.1,69.4,1,30,10,0,1,2,13.6,3,2,0,5,Home Loan,1394091,120,19046,0.74,686,14.31,Under Review
BC00278,45,Male,Single,2,Graduate,Tamil Nadu,Parental,Freelancer,8,102796,239777,5.3,30,68520,55.9,93.3,-1,17,12,0,0,1,22.4,3,0,0,2,Business Loan,454470,48,11702,0.211,741,10.98,Conditionally Approved
BC00279,55,Male,Divorced,0,Secondary,Rajasthan,Rented,Gig Worker,0,37052,10659,25.8,37,23628,74.6,83.1,-1,63,8,0,1,2,10.1,0,2,0,3,Personal Loan,4379394,48,112763,3.448,749,9.31,Rejected
BC00280,45,Female,Married,2,Post Graduate,Punjab,Rented,Salaried,10,74811,48215,17.2,37,100858,86.1,55.6,-1,23,5,1,1,3,35.1,1,0,0,2,Home Loan,841624,36,27474,0.501,749,11.54,Conditionally Approved
BC00281,49,Female,Single,2,Graduate,West Bengal,Owned,Gig Worker,3,29953,83367,13.0,27,40065,78.4,69.9,-1,15,4,0,1,2,44.9,0,5,0,5,Business Loan,4968580,240,50611,2.524,546,16.63,Rejected
BC00282,38,Female,Married,0,Post Graduate,West Bengal,Parental,Salaried,1,153046,70363,3.4,35,143966,91.3,97.8,-1,51,2,0,0,0,14.3,3,0,0,4,Home Loan,1651207,24,76806,0.633,790,10.36,Conditionally Approved
BC00283,38,Male,Married,2,Higher Secondary,West Bengal,Parental,Self-Employed,1,54178,104587,11.4,41,17489,50.8,77.4,1,64,13,1,1,3,5.3,3,0,0,1,Education Loan,1657245,48,42672,0.88,772,11.08,Rejected
BC00284,22,Female,Married,0,Higher Secondary,Punjab,Rented,Salaried,2,109045,258416,13.2,32,62591,78.0,53.0,-1,62,14,1,1,3,9.4,0,0,2,1,Home Loan,3045035,180,34228,0.36,721,9.52,Rejected
BC00285,55,Male,Single,1,Higher Secondary,Gujarat,Parental,Salaried,34,141859,109333,26.0,43,151337,87.7,71.1,-1,152,4,0,1,2,53.3,2,1,0,2,Home Loan,2359305,84,40149,0.354,746,10.65,Conditionally Approved
BC00286,36,Male,Married,1,Graduate,Kerala,Owned,Salaried,1,170544,362660,7.4,33,71917,94.5,83.2,-1,61,14,1,0,2,9.4,1,2,0,5,Home Loan,2906188,120,39704,0.379,754,10.85,Approved
BC00287,61,Other,Married,2,Higher Secondary,Punjab,Rented,Business Owner,0,204626,59377,21.4,32,233426,78.4,60.5,1,58,2,0,1,1,44.4,0,0,0,0,Credit Card,2593628,120,35434,0.173,789,11.78,Approved
BC00288,56,Male,Married,0,Post Graduate,Punjab,Rented,Salaried,4,145312,224715,13.3,30,45680,69.5,93.9,-1,77,4,1,1,3,22.0,2,1,0,2,Business Loan,534427,24,24859,0.24,797,9.2,Approved
BC00289,53,Male,Married,1,Below Secondary,Telangana,Rented,Business Owner,3,498837,533684,7.6,32,558221,91.7,81.0,1,0,4,0,1,2,67.4,4,2,0,5,Education Loan,2467714,48,63540,0.177,669,15.4,Conditionally Approved
BC00290,24,Female,Single,1,Graduate,Karnataka,Owned,Salaried,3,190937,376652,22.8,33,250786,64.4,88.9,-1,18,1,1,0,1,45.0,1,2,0,3,Personal Loan,4768740,84,81152,0.504,722,11.81,Conditionally Approved
BC00291,53,Female,Married,2,Post Graduate,Telangana,Company Provided,Salaried,5,71850,192422,15.0,30,62011,73.5,96.8,-1,53,13,1,1,3,41.9,2,1,0,1,Personal Loan,4008905,36,130867,1.891,761,9.65,Rejected
BC00292,34,Male,Divorced,2,Secondary,West Bengal,Parental,Self-Employed,1,42216,19585,3.6,31,54665,90.5,75.2,0,36,13,0,1,2,76.9,0,2,0,1,Home Loan,4841506,240,49316,1.287,664,15.76,Rejected
BC00293,41,Female,Single,0,Higher Secondary,Rajasthan,Parental,Gig Worker,12,46386,65214,13.7,30,57418,90.6,76.8,-1,7,8,1,1,3,43.0,4,1,1,1,Personal Loan,4133372,48,106428,2.402,662,15.98,Rejected
BC00294,40,Female,Single,4,Higher Secondary,West Bengal,Owned,Salaried,2,162469,215639,10.6,47,179642,71.0,81.8,-1,14,14,1,0,2,23.4,2,0,1,0,Vehicle Loan,1159229,24,53922,0.332,764,9.08,Conditionally Approved
BC00295,28,Male,Married,2,Post Graduate,Uttar Pradesh,Owned,Business Owner,0,366480,380775,4.7,30,305710,58.9,96.3,1,16,6,1,0,2,14.7,1,0,2,5,Vehicle Loan,3943623,84,67110,0.251,642,14.87,Rejected
BC00296,27,Male,Married,2,Higher Secondary,Madhya Pradesh,Rented,Freelancer,6,22485,33558,26.7,30,14082,81.8,84.9,-1,33,13,1,0,2,49.0,1,4,0,5,Personal Loan,4436897,12,391727,18.534,598,17.42,Rejected
BC00297,23,Female,Single,2,Higher Secondary,Kerala,Parental,Business Owner,5,110948,294468,29.0,41,147898,65.8,88.3,1,71,5,1,0,2,8.9,1,0,0,5,Credit Card,2139884,84,36415,0.554,805,8.65,Conditionally Approved
BC00298,37,Male,Married,0,Higher Secondary,Uttar Pradesh,Parental,Salaried,1,48284,141164,12.7,31,52065,92.9,67.3,-1,107,4,1,1,3,57.6,1,0,3,5,Home Loan,4254099,12,375588,8.296,556,23.51,Rejected
BC00299,53,Male,Married,4,Below Secondary,Gujarat,Owned,Salaried,4,108369,11730,6.6,29,136287,80.0,78.3,-1,55,14,1,0,2,70.1,0,3,0,0,Credit Card,3430796,180,38565,0.356,653,15.59,Conditionally Approved
BC00300,32,Female,Married,0,Post Graduate,Kerala,Rented,Freelancer,1,108405,243173,20.6,51,104325,84.9,82.7,-1,74,3,1,0,2,27.0,1,0,0,4,Home Loan,1561546,60,33796,0.496,847,8.02,Approved
BC00301,42,Female,Divorced,2,Graduate,Uttar Pradesh,Rented,Salaried,2,155349,292636,16.9,41,78644,63.9,95.0,-1,25,7,0,0,1,47.4,2,2,0,2,Personal Loan,4871699,84,82904,0.598,676,14.92,Conditionally Approved
BC00302,42,Male,Married,2,Higher Secondary,Telangana,Owned,Freelancer,11,52019,155229,5.0,38,76745,52.6,44.7,-1,19,1,1,1,2,16.0,4,2,0,2,Personal Loan,1546030,24,71914,1.575,668,14.16,Rejected
BC00303,50,Male,Married,3,Graduate,Tamil Nadu,Rented,Self-Employed,0,80133,28912,19.0,36,41612,99.0,43.2,1,19,7,1,1,3,24.2,4,5,0,5,Personal Loan,2899090,24,134851,1.995,655,15.87,Rejected
BC00304,58,Female,Single,1,Post Graduate,Uttar Pradesh,Owned,Freelancer,2,129444,317514,31.7,46,180379,88.9,88.3,-1,38,0,1,1,2,64.5,2,0,0,3,Vehicle Loan,3362750,240,34253,0.38,726,10.18,Conditionally Approved
BC00305,58,Male,Married,2,Post Graduate,Tamil Nadu,Rented,Gig Worker,8,58344,163853,9.9,33,32076,76.0,60.6,-1,5,9,1,1,3,37.5,1,0,0,1,Personal Loan,61009,36,1992,0.12,757,11.1,Approved
BC00306,28,Female,Married,2,Higher Secondary,Gujarat,Parental,Unemployed,17,16360,44910,14.1,34,12245,66.6,57.8,-1,34,0,0,0,0,59.7,1,3,0,0,Personal Loan,4422472,84,75259,4.6,570,21.21,Rejected
BC00307,47,Female,Married,0,Graduate,Uttar Pradesh,Parental,Salaried,3,67963,117281,29.9,36,56280,65.9,75.1,-1,43,2,1,1,2,35.2,2,0,0,3,Business Loan,1773480,60,38383,0.785,743,10.44,Under Review
BC00308,47,Male,Married,0,Post Graduate,Maharashtra,Rented,Gig Worker,3,37241,39100,14.8,34,52348,75.0,33.1,-1,23,4,1,0,2,22.4,2,0,0,3,Business Loan,3749397,48,96541,2.995,741,9.82,Rejected
BC00309,54,Female,Married,1,Graduate,Uttar Pradesh,Owned,Self-Employed,4,127599,249548,10.7,33,174280,97.8,98.0,1,122,13,1,0,2,39.3,1,1,0,5,Education Loan,2041367,24,94954,0.94,750,10.14,Rejected
BC00310,41,Female,Married,0,Graduate,Uttar Pradesh,Rented,Self-Employed,13,40939,40432,16.3,24,52724,79.4,59.7,0,37,5,1,1,3,45.0,0,0,0,0,Home Loan,380328,180,4275,0.104,761,11.46,Approved
BC00311,50,Male,Married,0,Post Graduate,Maharashtra,Parental,Business Owner,9,298933,387292,23.7,38,224801,65.8,61.7,1,9,3,1,1,3,58.3,3,3,0,2,Vehicle Loan,4459013,120,60919,0.237,698,13.92,Conditionally Approved
BC00312,53,Male,Married,2,Post Graduate,West Bengal,Rented,Freelancer,0,44063,61362,13.8,32,13456,74.8,92.5,-1,26,6,0,0,1,33.9,1,1,0,1,Vehicle Loan,2758668,24,128320,3.026,702,9.73,Rejected
BC00313,48,Male,Married,2,Secondary,Punjab,Rented,Unemployed,2,9151,8928,37.7,42,10230,80.0,69.2,-1,45,6,1,0,2,48.7,1,0,0,2,Personal Loan,1050294,84,17873,3.046,751,10.89,Rejected
BC00314,53,Male,Single,4,Post Graduate,Telangana,Parental,Gig Worker,3,35081,38284,11.7,30,27824,83.9,86.4,-1,15,1,1,1,2,35.3,1,0,0,3,Personal Loan,3248454,180,36515,1.468,725,11.03,Rejected
BC00315,25,Male,Married,1,Higher Secondary,Gujarat,Parental,Self-Employed,7,132269,16032,9.0,40,159843,87.7,73.2,1,3,1,0,1,1,57.9,0,0,0,1,Personal Loan,996984,120,13621,0.141,734,11.53,Conditionally Approved
BC00316,39,Male,Married,1,Higher Secondary,Rajasthan,Parental,Self-Employed,4,95764,92080,24.1,29,120071,75.4,87.9,1,35,1,0,0,0,44.8,1,0,0,4,Home Loan,2335362,12,206185,2.362,712,11.7,Rejected
BC00317,24,Male,Single,3,Graduate,Gujarat,Parental,Business Owner,5,344025,505609,9.4,34,284739,95.2,69.2,1,118,14,1,1,3,33.9,2,1,0,3,Home Loan,2892894,60,62610,0.226,801,7.99,Approved
BC00318,55,Male,Single,3,Graduate,Telangana,Rented,Salaried,31,27839,16751,11.2,48,33343,65.5,77.7,-1,26,13,1,1,3,16.1,4,0,1,2,Home Loan,3500375,24,162820,6.208,681,13.31,Rejected
BC00319,37,Male,Married,2,Secondary,Gujarat,Parental,Salaried,0,93920,228807,15.1,43,122840,81.1,84.4,-1,94,14,1,0,2,42.2,0,0,0,2,Business Loan,227265,84,3867,0.148,830,8.17,Approved
BC00320,64,Male,Divorced,1,Graduate,Delhi,Rented,Salaried,1,68619,113849,26.8,27,97039,59.3,52.3,-1,72,1,1,0,1,43.6,0,3,0,5,Business Loan,3276585,120,44765,1.017,632,13.66,Rejected
BC00321,48,Male,Single,3,Post Graduate,Tamil Nadu,Owned,Salaried,2,67821,162923,19.3,35,67750,97.4,38.7,-1,6,12,0,0,1,30.2,1,1,0,2,Credit Card,3578329,120,48887,0.868,719,10.63,Rejected
BC00322,50,Male,Married,0,Graduate,Tamil Nadu,Rented,Salaried,2,150736,71072,16.5,31,186035,97.7,71.9,-1,49,8,1,1,3,29.9,0,0,0,0,Business Loan,3086773,36,100765,0.668,875,8.71,Under Review
BC00323,49,Female,Divorced,0,Post Graduate,Telangana,Rented,Salaried,0,169565,420433,14.6,42,151503,70.3,47.1,-1,22,13,0,0,1,20.3,1,4,3,3,Home Loan,4434432,120,60583,0.446,495,21.34,Rejected
BC00324,26,Male,Married,2,Graduate,Telangana,Owned,Salaried,0,42069,121115,25.8,40,14724,72.7,76.5,-1,11,4,1,1,3,32.5,1,0,2,1,Education Loan,1740792,60,37676,1.014,635,14.1,Rejected
BC00325,55,Female,Widowed,2,Graduate,Rajasthan,Company Provided,Salaried,5,32531,36504,32.1,27,15819,55.6,65.0,-1,46,10,0,1,2,71.7,0,3,0,2,Education Loan,1681570,180,18902,0.888,619,15.74,Rejected
BC00326,61,Male,Married,1,Graduate,Karnataka,Owned,Unemployed,10,6465,5970,29.5,37,2934,76.4,72.7,-1,54,7,0,0,1,32.0,1,1,0,5,Personal Loan,2025556,180,22769,7.389,683,13.31,Rejected
BC00327,57,Female,Married,2,Higher Secondary,Maharashtra,Parental,Self-Employed,3,27391,54119,12.7,33,13863,96.0,81.7,0,7,4,1,0,2,30.3,1,1,1,5,Vehicle Loan,3540678,120,48373,2.679,575,19.58,Rejected
BC00328,44,Male,Single,2,Secondary,West Bengal,Owned,Salaried,3,163782,318417,33.7,32,51142,66.1,79.5,-1,98,12,0,1,2,6.7,5,2,1,2,Credit Card,4823598,84,82085,0.562,714,11.82,Conditionally Approved
BC00329,49,Female,Married,3,Graduate,Madhya Pradesh,Rented,Business Owner,1,327337,139497,10.2,36,435505,73.9,95.2,1,55,10,1,0,2,24.9,2,0,0,0,Vehicle Loan,1710102,24,79545,0.243,832,8.02,Approved
BC00330,51,Male,Married,1,Graduate,Uttar Pradesh,Rented,Salaried,7,170047,474023,11.6,40,165316,53.9,75.0,-1,108,4,0,1,2,24.2,2,2,0,5,Credit Card,2395170,84,40760,0.387,742,11.37,Conditionally Approved
BC00331,55,Female,Single,0,Higher Secondary,Delhi,Rented,Freelancer,6,96159,143206,21.0,25,73060,82.5,36.5,-1,15,0,0,0,0,50.1,0,2,0,1,Home Loan,1561710,240,15908,0.217,632,13.18,Under Review
BC00332,53,Male,Married,2,Graduate,Delhi,Owned,Gig Worker,4,15867,36761,9.5,32,12562,87.6,56.2,-1,112,5,0,0,1,31.2,0,0,0,3,Home Loan,1817091,24,84522,6.272,730,10.76,Rejected
BC00333,41,Male,Divorced,3,Graduate,Maharashtra,Company Provided,Salaried,1,179324,204792,13.3,32,153505,76.4,69.5,-1,18,3,1,1,3,21.9,0,0,0,4,Personal Loan,882230,12,77891,0.546,849,8.78,Conditionally Approved
BC00334,52,Male,Married,1,Higher Secondary,Uttar Pradesh,Rented,Self-Employed,0,90403,77607,32.1,40,35136,69.1,60.5,0,2,14,0,0,1,40.1,1,3,2,0,Vehicle Loan,866609,60,18756,0.207,559,22.27,Rejected
BC00335,43,Female,Single,1,Secondary,Rajasthan,Parental,Freelancer,0,79286,33513,26.7,31,49918,34.0,75.1,-1,57,2,0,1,1,57.5,0,0,1,5,Education Loan,3685192,84,62713,1.106,614,14.14,Rejected
BC00336,53,Female,Married,1,Graduate,Maharashtra,Owned,Freelancer,4,89842,80508,12.1,27,118767,90.4,82.4,-1,48,5,1,0,2,9.7,1,2,0,3,Credit Card,4634470,36,151288,1.851,745,11.56,Rejected
BC00337,23,Male,Married,0,Post Graduate,Punjab,Rented,Self-Employed,8,119927,357496,26.8,41,143002,85.1,52.6,1,36,1,0,1,1,14.8,0,1,0,4,Personal Loan,4112316,180,46225,0.552,737,11.05,Conditionally Approved
BC00338,38,Female,Married,3,Graduate,Maharashtra,Parental,Business Owner,9,289719,581780,19.9,42,282791,66.7,64.5,1,26,7,1,1,3,31.0,2,1,0,2,Home Loan,3238741,120,44248,0.187,776,10.24,Approved
BC00339,45,Female,Single,0,Graduate,Maharashtra,Owned,Salaried,3,156234,379347,3.6,44,136993,99.1,75.0,-1,1,0,1,1,2,18.5,2,0,0,2,Education Loan,4214133,24,196021,1.319,811,8.77,Rejected
BC00340,62,Female,Married,2,Graduate,Telangana,Owned,Unemployed,7,15776,45430,10.1,29,9635,59.2,83.1,-1,39,11,0,1,2,14.6,1,0,0,1,Vehicle Loan,1705464,120,23300,1.794,777,11.9,Rejected
BC00341,51,Female,Married,1,Graduate,Gujarat,Rented,Salaried,14,44675,14701,12.5,27,38666,76.7,58.1,-1,21,8,1,0,2,18.1,3,0,0,4,Home Loan,1456819,12,128620,3.327,737,9.24,Rejected
BC00342,23,Male,Married,1,Graduate,West Bengal,Parental,Freelancer,1,75815,43792,19.6,43,77136,77.9,97.0,-1,32,7,1,1,3,20.5,1,1,0,2,Personal Loan,928835,240,9461,0.257,772,10.16,Approved
BC00343,60,Male,Married,3,Graduate,Tamil Nadu,Rented,Business Owner,2,213317,595389,33.4,37,246416,69.9,92.9,1,22,0,1,0,1,52.2,0,1,0,2,Business Loan,673578,120,9202,0.09,723,11.61,Conditionally Approved
BC00344,44,Female,Married,2,Graduate,Maharashtra,Rented,Business Owner,13,487940,847652,18.3,33,243954,80.4,77.5,1,135,9,1,1,3,12.2,1,1,0,5,Business Loan,3327560,84,56627,0.167,825,7.88,Approved
BC00345,52,Male,Single,2,Secondary,Maharashtra,Rented,Self-Employed,2,76114,147742,25.8,43,97101,78.4,91.9,1,37,11,1,1,3,39.9,0,1,1,1,Personal Loan,3219870,24,149772,2.033,744,11.8,Rejected
BC00346,42,Female,Married,2,Secondary,Telangana,Parental,Salaried,12,32896,44085,20.8,61,23520,42.4,80.8,-1,55,14,0,0,1,17.5,2,2,0,3,Personal Loan,2519485,36,82246,2.956,660,12.29,Rejected
BC00347,43,Female,Married,1,Higher Secondary,Karnataka,Owned,Salaried,19,189044,465397,19.0,43,170879,91.1,95.1,-1,110,8,1,1,3,30.6,1,0,0,2,Credit Card,3081946,12,272100,1.492,887,8.42,Rejected
BC00348,22,Female,Divorced,2,Graduate,Gujarat,Owned,Salaried,5,74733,119573,19.6,27,76937,79.1,96.3,-1,35,1,1,0,1,30.5,1,1,0,0,Business Loan,2429093,60,52572,0.703,709,11.38,Under Review
BC00349,47,Male,Single,1,Graduate,Gujarat,Owned,Salaried,8,66800,166718,23.2,37,59166,99.6,76.9,-1,0,2,1,1,2,21.4,3,0,1,0,Personal Loan,4552748,240,46375,0.694,740,11.45,Under Review
BC00350,62,Male,Divorced,3,Higher Secondary,Madhya Pradesh,Owned,Gig Worker,6,18947,56412,4.6,42,18688,82.0,61.4,-1,1,1,1,1,2,43.7,4,0,0,3,Personal Loan,2810451,84,47827,3.316,659,14.1,Rejected
BC00351,22,Male,Divorced,2,Higher Secondary,Madhya Pradesh,Owned,Salaried,6,30347,59951,15.5,38,13165,85.1,49.7,-1,48,12,1,0,2,57.0,2,0,0,4,Business Loan,4848064,60,104926,4.117,658,12.0,Rejected
BC00352,46,Female,Married,1,Higher Secondary,Madhya Pradesh,Owned,Salaried,1,158715,259270,24.6,34,129922,71.3,95.7,-1,13,13,0,1,2,7.8,1,0,0,1,Home Loan,747389,36,24398,0.185,855,8.69,Approved
